No.,DexID,Name,Type 1,Type 2,HP,Strength,Max Strength,Dexterity,Max Dexterity,Vitality,Max Vitality,Special,Max Special,Insight,Max Insight,Ability 1,Ability 2,Hidden Ability,Event Abilities,Unevolved?,Has a form?,Recommended Rank,Gender Type,Legendary,Sprite,Good Starter
786,0786,Tapu Lele,Psychic,Fairy,4,5,5,6,6,5,5,7,7,6,6,Psychic Surge,,Telepathy,,,,Pro,N,Yes,tapu-lele.png,
787,0787,Tapu Bulu,Grass,Fairy,4,7,7,5,5,6,6,5,5,6,6,Grassy Surge,,Telepathy,,,,Pro,N,Yes,tapu-bulu.png,
788,0788,Tapu Fini,Water,Fairy,4,5,5,5,5,6,6,6,6,7,7,Misty Surge,,Telepathy,,,,Pro,N,Yes,tapu-fini.png,
789,0789,Cosmog,Psychic,,3,1,3,1,3,1,3,1,3,1,3,Unaware,,,,,,Starter,N,,cosmog.png,
790,0790,Cosmoem,Psychic,,4,3,3,3,3,7,7,3,3,7,7,Sturdy,,,,,,Amateur,N,Yes,cosmoem.png,
791,0791,Solgaleo,Psychic,Steel,7,7,7,6,6,6,6,5,5,5,5,Full Metal Body,,,,,,Master,N,Yes,solgaleo.png,
792,0792,Lunala,Psychic,Ghost,7,6,6,6,6,5,5,7,7,6,6,Shadow Shield,,,,,,Master,N,Yes,lunala.png,
793,0793,Nihilego,Rock,Poison,5,4,4,6,6,4,4,7,7,7,7,Beast Boost,,,,,,Pro,N,Yes,nihilego.png,
794,0794,Buzzwole,Bug,Fighting,5,7,7,5,5,7,7,4,4,4,4,Beast Boost,,,,,,Pro,N,Yes,buzzwole.png,
795,0795,Pheromosa,Bug,Fighting,4,7,7,8,8,3,3,7,7,3,3,Beast Boost,,,,,,Pro,N,Yes,pheromosa.png,
796,0796,Xurkitree,Electric,,4,5,5,5,5,5,5,9,9,5,5,Beast Boost,,,,,,Pro,N,Yes,xurkitree.png,
797,0797,Celesteela,Steel,Flying,9,6,6,4,4,6,6,6,6,6,6,Beast Boost,,,,,,Pro,N,Yes,celesteela.png,
798,0798,Kartana,Grass,Steel,4,9,9,6,6,7,7,4,4,3,3,Beast Boost,,,,,,Pro,N,Yes,kartana.png,
799,0799,Guzzlord,Dark,Dragon,11,6,6,4,4,4,4,6,6,4,4,Beast Boost,,,,,,Pro,N,Yes,guzzlord.png,
800,0800,Necrozma,Psychic,,4,6,6,5,5,6,6,7,7,5,5,Prism Armor,,,,,Yes,Pro,N,Yes,necrozma.png,
800,0800F1,Necrozma Dusk Mane,Psychic,Steel,4,8,8,5,5,7,7,6,6,6,6,Prism Armor,,,,,,Master,N,Yes,necrozma-dusk.png,
800,0800F2,Necrozma Dark Wings,Psychic,Ghost,4,6,6,5,5,6,6,8,8,7,7,Prism Armor,,,,,,Master,N,Yes,necrozma-dusk.png,
800,0800F3,Necrozma Ultra Burst,Psychic,Dragon,5,8,8,7,7,6,6,8,8,6,6,Neuroforce,,,,,,Master,N,Yes,necrozma-ultra.png,
801,0801,Magearna,Steel,Fairy,4,6,6,4,4,6,6,7,7,6,6,Soul Heart,,,,,,Pro,N,Yes,magearna.png,
802,0802,Marshadow,Fighting,Ghost,4,7,7,7,7,5,5,5,5,5,5,Technician,,,,,,Pro,N,Yes,marshadow.png,
803,0803,Poipole,Poison,,3,2,5,2,5,2,4,2,5,2,4,Beast Boost,,,,,,Amateur,N,,poipole.png,
804,0804,Naganadel,Poison,Dragon,5,5,5,7,7,5,5,7,7,5,5,Beast Boost,,,,,,Pro,N,Yes,naganadel.png,
805,0805,Stakataka,Rock,Steel,6,7,7,2,2,10,10,4,4,6,6,Beast Boost,,,,,,Pro,N,Yes,stakataka.png,
806,0806,Blacephalon,Fire,Ghost,4,7,7,6,6,4,4,6,6,5,5,Beast Boost,,,,,,Pro,N,Yes,blacephalon.png,
807,0807,Zeraora,Electric,,4,6,6,7,7,5,5,6,6,5,5,Volt Absorb,,,,,,Pro,N,Yes,zeraora.png,
808,0808,Meltan,Steel,,3,2,4,1,3,2,4,2,4,1,3,Magnet Pull,,,,,,Amateur,N,,meltan.png,
809,0809,Melmetal,Steel,,6,4,8,1,3,4,8,2,5,2,4,Iron Fist,,,,,,Pro,N,,melmetal.png,
810,0810,Grookey,Grass,,3,2,4,2,4,2,4,1,3,1,3,Overgrow,,Grassy Surge,,Yes,,Starter,,,grookey.png,Yes
811,0811,Thwackey,Grass,,4,2,5,2,5,2,5,2,4,2,4,Overgrow,,Grassy Surge,,Yes,,Amateur,,,thwackey.png,
812,0812,Rillaboom,Grass,,6,3,7,2,5,2,5,2,4,2,5,Overgrow,,Grassy Surge,,,,Ace,,,rillaboom.png,
813,0813,Scorbunny,Fire,,3,2,5,2,4,1,3,1,3,1,3,Blaze,,Libero,,Yes,,Starter,,,scorbunny.png,Yes
814,0814,Raboot,Fire,,4,2,5,2,5,2,4,2,4,2,4,Blaze,,Libero,,Yes,,Amateur,,,raboot.png,
815,0815,Cinderace,Fire,,5,3,6,3,7,2,5,2,4,2,5,Blaze,,Libero,,,,Ace,,,cinderace.png,
816,0816,Sobble,Water,,3,1,3,2,5,1,3,2,5,1,3,Torrent,,Sniper,,Yes,,Beginner,,,sobble.png,Yes
817,0817,Drizzile,Water,,4,2,4,2,5,2,4,3,6,2,4,Torrent,,Sniper,,Yes,,Amateur,,,drizzile.png,
818,0818,Inteleon,Water,,5,2,5,3,7,2,4,3,7,2,4,Torrent,,Sniper,,,,Pro,,,inteleon.png,
819,0819,Skwovet,Normal,,3,2,4,1,3,2,4,1,3,1,3,Cheek Pouch,,Gluttony,,Yes,,Starter,,,skwovet.png,Yes
820,0820,Greedent,Normal,,5,3,6,1,3,3,6,2,4,2,5,Cheek Pouch,,Gluttony,,,,Amateur,,,greedent.png,
821,0821,Rookidee,Flying,,3,2,4,2,4,1,3,1,3,1,3,Keen Eye,Unnerve,Big Pecks,,Yes,,Beginner,,,rookidee.png,Yes
822,0822,Corvisquire,Flying,,4,2,4,2,5,2,4,1,3,2,4,Keen Eye,Unnerve,Big Pecks,,Yes,,Amateur,,,corvisquire.png,
823,0823,Corviknight,Flying,Steel,6,2,5,2,4,3,6,2,4,2,5,Pressure,Unnerve,Mirror Armor,,,,Ace,,,corviknight.png,
824,0824,Blipbug,Bug,,3,1,3,2,4,1,3,1,3,2,4,Swarm,Compound Eyes,Telepathy,,Yes,,Starter,,,blipbug.png,Yes
825,0825,Dottler,Bug,Psychic,4,1,3,1,2,2,5,2,4,2,5,Swarm,Compound Eyes,Telepathy,,Yes,,Beginner,,,dottler.png,
826,0826,Orbeetle,Bug,Psychic,5,2,4,2,4,3,6,2,5,3,7,Swarm,Frisk,Telepathy,,,,Amateur,,,orbeetle.png,
827,0827,Nickit,Dark,,3,1,3,2,4,1,3,2,4,2,4,Run Away,Unburden,Stakeout,,Yes,,Beginner,,,nickit.png,Yes
828,0828,Thievul,Dark,,4,2,4,2,5,2,4,2,5,2,5,Run Away,Unburden,Stakeout,,,,Amateur,,,thievul.png,
829,0829,Gossifleur,Grass,,3,1,3,1,2,2,4,1,3,2,4,Cotton Down,Regenerator,Effect Spore,,Yes,,Beginner,,,gossifleur.png,Yes
830,0830,Eldegoss,Grass,,4,2,4,2,4,2,5,2,5,3,7,Cotton Down,Regenerator,Effect Spore,,,,Amateur,,,eldegoss.png,
831,0831,Wooloo,Normal,,3,1,3,2,4,2,4,1,3,2,4,Fluffy,Run Away,Bulletproof,,Yes,,Beginner,,,wooloo.png,Yes
832,0832,Dubwool,Normal,,4,2,5,2,5,3,6,2,4,2,5,Fluffy,Steadfast,Bulletproof,,,,Amateur,,,dubwool.png,
833,0833,Chewtle,Water,,3,2,4,1,3,2,4,1,3,1,3,Strong Jaw,Shell Armor,Swift Swim,,Yes,,Beginner,,,chewtle.png,Yes
834,0834,Drednaw,Water,Rock,4,3,6,2,5,2,5,2,5,2,5,Strong Jaw,Shell Armor,Swift Swim,,,,Amateur,,,drednaw.png,
835,0835,Yamper,Electric,,3,2,4,2,4,2,4,2,4,2,4,Ball Fetch,,Rattled,,Yes,,Beginner,,,yamper.png,Yes
836,0836,Boltund,Electric,,4,2,5,3,7,2,4,2,5,2,4,Strong Jaw,,Competitive,,,,Amateur,,,boltund.png,
837,0837,Rolycoly,Rock,,3,1,3,1,3,2,4,1,3,2,4,Steam Engine,Heatproof,Flash Fire,,Yes,,Beginner,,,rolycoly.png,Yes
838,0838,Carkol,Rock,Fire,4,2,4,2,4,2,5,2,4,2,5,Steam Engine,Flame Body,Flash Fire,,Yes,,Amateur,,,carkol.png,
839,0839,Coalossal,Rock,Fire,6,2,5,1,3,3,7,2,5,2,5,Steam Engine,Flame Body,Flash Fire,,,,Ace,,,coalossal.png,
840,0840,Applin,Grass,Dragon,3,2,4,2,4,2,4,2,4,2,4,Ripen,Gluttony,Bulletproof,,Yes,,Beginner,,,applin.png,Yes
841,0841,Flapple,Grass,Dragon,4,3,6,2,5,2,5,3,6,2,4,Ripen,Gluttony,Hustle,,,,Ace,,,flapple.png,
842,0842,Appletun,Grass,Dragon,5,2,5,1,3,2,5,3,6,2,5,Ripen,Gluttony,Thick Fat,,,,Ace,,,appletun.png,
843,0843,Silicobra,Ground,,4,2,4,2,4,2,5,1,3,2,4,Sand Spit,Shed Skin,Sand Veil,,Yes,,Amateur,,,silicobra.png,Yes
844,0844,Sandaconda,Ground,,6,3,6,2,5,3,7,2,4,2,5,Sand Spit,Shed Skin,Sand Veil,,,,Ace,,,sandaconda.png,
845,0845,Cramorant,Flying,Water,4,2,5,2,5,2,4,2,5,3,6,Gulp Missile,,,,,,Amateur,,,cramorant.png,
846,0846,Arrokuda,Water,,3,2,4,2,4,1,3,1,3,1,3,Swift Swim,,Propeller Tail,,Yes,,Amateur,,,arrokuda.png,Yes
847,0847,Barraskewda,Water,,4,3,7,3,7,2,4,2,4,2,4,Swift Swim,,Propeller Tail,,,,Amateur,,,barraskewda.png,
848,0848,Toxel,Electric,Poison,3,1,3,1,3,1,3,2,4,1,3,Rattled,Static,Klutz,,Yes,,Amateur,,,toxel.png,Yes
849,0849,Toxtricity Amped,Electric,Poison,4,3,6,2,5,2,5,3,6,2,5,Punk Rock,Plus,Technician,,,Yes,Ace,,,toxtricity.png,
849,0849F1,Toxtricity Low Key,Electric,Poison,4,3,6,2,5,2,5,3,6,2,5,Punk Rock,Minus,Technician,,,Yes,Ace,,,toxtricity-low-key.png,
850,0850,Sizzlipede,Fire,Bug,3,2,4,2,4,2,4,2,4,2,4,Flash Fire,White Smoke,Flame Body,,Yes,,Amateur,,,sizzlipede.png,Yes
851,0851,Centiskorch,Fire,Bug,5,3,6,2,4,2,4,2,5,2,5,Flash Fire,White Smoke,Flame Body,,,,Ace,,,centiskorch.png,
852,0852,Clobbopus,Fighting,,3,2,4,1,3,2,4,2,4,2,4,Limber,,Technician,,Yes,,Beginner,,,clobbopus.png,Yes
853,0853,Grapploct,Fighting,,4,3,6,1,3,2,5,2,5,2,5,Limber,,Technician,,,,Amateur,,,grapploct.png,
854,0854,Sinistea,Ghost,,3,2,4,2,4,2,4,2,5,2,4,Weak Armor,,Cursed Body,,Yes,,Beginner,,,sinistea.png,Yes
855,0855,Polteageist,Ghost,,4,2,4,2,5,2,4,3,7,3,6,Weak Armor,,Cursed Body,,,,Amateur,N,,polteageist.png,
856,0856,Hatenna,Psychic,,3,1,3,1,3,2,4,2,4,2,4,Healer,Anticipation,Magic Bounce,,Yes,,Beginner,F,,hatenna.png,Yes
857,0857,Hattrem,Psychic,,4,1,3,2,4,2,4,2,5,2,5,Healer,Anticipation,Magic Bounce,,Yes,,Amateur,F,,hattrem.png,
858,0858,Hatterene,Psychic,Fairy,5,2,5,1,3,3,6,3,7,3,6,Healer,Anticipation,Magic Bounce,,,,Ace,F,,hatterene.png,
859,0859,Impidimp,Dark,Fairy,3,2,4,2,4,1,3,2,4,1,3,Prankster,Frisk,Pickpocket,,Yes,,Beginner,M,,impidimp.png,Yes
860,0860,Morgrem,Dark,Fairy,4,2,4,2,5,2,4,2,5,2,4,Prankster,Frisk,Pickpocket,,Yes,,Amateur,M,,morgrem.png,
861,0861,Grimmsnarl,Dark,Fairy,5,3,7,2,4,2,4,3,6,2,5,Prankster,Frisk,Pickpocket,,,,Ace,M,,grimmsnarl.png,
862,0862,Obstagoon,Dark,Normal,5,2,5,3,6,3,6,2,4,2,5,Prankster,Frisk,Pickpocket,,,,Ace,,,obstagoon.png,
863,0863,Perrserker,Steel,,4,3,6,2,4,3,6,2,4,2,4,Battle Armor,Tough Claws,Steely Spirit,,,,Amateur,,,perrserker.png,
864,0864,Cursola,Ghost,,4,3,6,1,3,2,4,4,8,2,5,Weak Armor,,Perish Body,,,,Ace,,,cursola.png,
865,0865,Sirfetch'd,Fighting,,4,3,7,2,4,2,5,2,4,2,5,Steadfast,,Scrappy,,,,Amateur,,,sirfetchd.png,
866,0866,Mr. Rime,Ice,Psychic,5,2,5,2,5,2,5,3,6,3,6,Tangled Feet,Screen Cleaner,Ice Body,,,,Amateur,,,mr-rime.png,
867,0867,Runerigus,Ground,Ghost,4,3,6,1,3,4,8,2,4,3,6,Wandering Spirit,,,,,,Ace,,,runerigus.png,
868,0868,Milcery,Fairy,,3,1,3,1,3,1,3,2,4,2,4,Sweet Veil,,Aroma Veil,,Yes,,Starter,F,,milcery.png,Yes
869,0869,Alcremie,Fairy,,4,2,4,2,4,2,5,3,6,3,6,Sweet Veil,,Aroma Veil,,,,Beginner,F,,alcremie.png,
870,0870,Falinks,Fighting,,5,3,6,2,5,3,6,2,5,2,4,Battle Armor,,Defiant,,,,Amateur,N,,falinks.png,
871,0871,Pincurchin,Electric,,4,3,6,1,2,3,7,2,5,2,5,Lightning Rod,,Electric Surge,,,,Amateur,,,pincurchin.png,
872,0872,Snom,Ice,Bug,3,1,3,1,3,1,3,2,4,1,3,Shield Dust,,Ice Scales,,Yes,,Starter,,,snom.png,Yes
873,0873,Frosmoth,Ice,Bug,4,2,4,2,4,2,4,3,7,2,5,Shield Dust,,Ice Scales,,,,Amateur,,,frosmoth.png,
874,0874,Stonjourner,Rock,,6,3,7,2,5,3,7,1,3,1,3,Power Spot,,,,,,Amateur,,,stonjourner.png,
875,0875,Eiscue,Ice,,4,2,5,2,4,3,6,2,4,2,5,Ice Face,,,,,Yes,Amateur,,,eiscue.png,
875,0875F1,Form Eiscue,Ice,,4,2,5,3,7,2,5,2,4,2,4,Ice Face,,,,,Yes,Amateur,,,eiscue.png,
876,0876,Indeedee,Psychic,Normal,4,2,4,3,6,2,4,3,6,3,6,Inner Focus,Synchronize,Psychic Surge,,,,Starter,,,indeedee.png,
877,0877,Morpeko,Electric,Dark,4,3,6,3,6,2,4,2,5,2,4,Hunger Switch,,,,,Yes,Beginner,,,morpeko.png,
878,0878,Cufant,Steel,,3,2,5,1,3,2,4,1,3,2,4,Sheer Force,,Heavy Metal,,Yes,,Beginner,,,cufant.png,Yes
879,0879,Copperajah,Steel,,6,3,7,1,3,2,4,2,5,2,4,Sheer Force,,Heavy Metal,,,,Amateur,,,copperajah.png,
880,0880,Dracozolt,Electric,Dragon,4,3,6,2,5,2,5,2,5,2,5,Volt Absorb,Hustle,Sand Rush,,,,Ace,N,,dracozolt.png,
881,0881,Arctozolt,Electric,Ice,5,3,6,2,4,2,5,2,5,2,5,Volt Absorb,Static,Slush Rush,,,,Ace,N,,arctozolt.png,
882,0882,Dracovish,Water,Dragon,5,2,5,2,5,3,6,2,5,2,5,Water Absorb,Strong Jaw,Sand Rush,,,,Ace,N,,dracovish.png,
883,0883,Arctovish,Water,Ice,4,2,5,2,4,3,6,2,5,2,5,Water Absorb,Ice Body,Slush Rush,,,,Ace,N,,arctovish.png,
884,0884,Duraludon,Steel,Dragon,4,3,6,2,5,3,6,3,7,2,4,Light Metal,Heavy Metal,Stalwart,,,,Ace,,,duraludon.png,
885,0885,Dreepy,Dragon,Ghost,3,2,4,2,5,1,3,1,3,1,3,Clear Body,Infiltrator,Cursed Body,,Yes,,Starter,,,dreepy.png,Yes
886,0886,Drakloak,Dragon,Ghost,4,2,5,3,6,2,4,2,4,2,4,Clear Body,Infiltrator,Cursed Body,,Yes,,Ace,,,drakloak.png,
887,0887,Dragapult,Dragon,Ghost,5,3,7,3,7,2,5,3,6,2,5,Clear Body,Infiltrator,Cursed Body,,,,Pro,,,dragapult.png,
888,0888,Zacian,Fairy,,5,7,7,7,7,6,6,5,5,6,6,Intrepid Sword,,,,,Yes,Master,N,Yes,zacian.png,
888,0888F1,Form Zacian,Fairy,Steel,5,9,9,8,8,6,6,5,5,6,6,Intrepid Sword,,,,,,Master,N,Yes,zacian.png,
889,0889,Zamazenta,Fighting,,5,7,7,7,7,6,6,5,5,6,6,Dauntless Shield,,,,,Yes,Master,N,Yes,zamazenta.png,
889,0889F1,Form Zamazenta,Fighting,Steel,5,7,7,7,7,8,8,5,5,8,8,Dauntless Shield,,,,,,Master,N,Yes,zamazenta.png,
890,0890,Eternatus,Poison,Dragon,10,5,5,7,7,6,6,8,8,6,6,Pressure,,,,,,Master,N,Yes,eternatus.png,
