Name,Type,DmgType,Power,Damage1,Damage2,Accuracy1,Accuracy2,Target,Effect,Description
Liquidation,water,Physical,3,Strength,,Strength,Brawl,Foe,Lethal. Roll 2 Chance Dice to Reduce the Foe's Defense.,"The Pokemon gets close to its foe then strikes while bursting a full-force blast of pressurized water, the water may cut or dent through the foe's armor."
Muddy Water,water,Special,3,Special,,Dexterity,Channel,All Foes,All Foes in Range. Roll 3 Chance Dice to Reduce the Accuracy of those affected. -2 Accuracy.,The user fills its mouth with dirt and spits a torrent of mud at the foes. This mud may get in the eyes of the enemies.
Octazooka,water,Special,2,Special,,Dexterity,Channel,Foe,Roll 5 Chance Dice to Reduce the foe's Accuracy. -2 Accuracy.,The user sprays ink at the target's face to obstruct its vison.
Origin Pulse,water,Special,4,Special,,Special,Channel,Foe,Lethal. -2 Accuracy.,The Pokemon sends a giant pulse underwater that creates a chain reaction and causes water to move in large streams. It is believed that all water in the sea moves thanks to this.
Rain Dance,water,Support,0,,,Special,Nature,Battlefield,Rain Weather is activated for the next 4 Rounds.,The user performs a curious mystic dance that summons a heavy rainfall.
Razor Shell,water,Physical,3,Strength,,Dexterity,Brawl,Foe,Roll 1 Chance Dice to Reduce the foe's Defense.,"The Pokemon uses its sharp shell as a weapon to cut the target's fur, armor or anything protecting its body."
Scald,water,Special,3,Special,,Dexterity,Channel,Foe,Roll 3 Chance Dice to Burn the foe.,"The user shoots a torrent of boiling water, it may leave the foe sopping with burns."
Snipe Shot,water,Special,3,Special,,Dexterity,Channel,Foe,High Critical. Ignore effects from Moves or Abilities that would prevent this Move from targeting a foe.,The User Shoots a piercing water jet with incredible precision.
Soak,water,Support,0,,,Special,Channel,Foe,Change the target's Type to Water.,The user shoots a stream of water and moisture that clings to the foe's body as an overcoat.
Sparkling Aria,water,Special,3,Special,,Special,Perform,Area,"Sound Based. Area Attack. If an affected Pokemon had any of the Burn Status Conditions, heal it instead of dealing damage.","The Pokemon sings a beautiful melody, the song comes out as a sparkling fountain, bursting upon impact and quenching any fire in its path."
Splishy Splash,water,Special,3,Special,,Dexterity,Channel,Foe,"Roll 3 Chance Dice to Paralyze the foe. If the user of this Move is at its Final Stage of Evolution, this move fails.","The Pokemon rides a giant surge of electricity as if surfing. It looks incredibly rad but it is also dangerous, as electricity does not share the same properties of water for safe surfing."
Steam Eruption,water,Special,4,Special,,Dexterity,Channel,Foe,Lethal. Roll 3 Chance Dice to Apply Burn 2 to those affected. -1 Accuracy.,"In less than a second, the sound of steam boiling over a raging engine thunders through the ears of the foe before it is shot through the sky by a scalding geyser."
Surf,water,Special,3,Special,,Dexterity,Channel,Area,-,A giant wave of water sweeps the area while the user swims on top of it.
Water Gun,water,Special,2,Special,,Dexterity,Channel,Foe,-,The user learns to shoot water with enough force to hurt the foe.
Water Pledge,water,Special,2,Special,,Dexterity,Channel,Battlefield and Area,Creates a rainbow that adds 2 Dice to all Chance Dice rolls. This effect lasts 4 turns.,The Pokemon chants to invoke the power of Water. Moisture in the air bends the light to create an inspiring rainbow. Everyone in the field is sure to give its best.
Water Pulse,water,Special,2,Special,,Dexterity,Channel,Foe,Roll 3 Chance Dice to Confuse the foe.,"The Pokemon attacks with a pulsing blast of water, this leaves the foe feeling dizzy."
Water Shuriken,water,Special,1,Special,,Dexterity,Channel,Foe,Ranged. Priority 1. Successive Actions.,The Pokemon quickly throws sharp jets of water in the shape of a shuriken.
Water Sport,water,Support,0,,,Special,Channel,Battlefield,For the next 4 Rounds Fire Type attacks won't add their Power to the Damage Pool.,"The user soaks the battlefield with moisture, making it harder for fire attacks to ignite."
Water Spout,water,Special,6,Special,,Dexterity,Channel,All Foes,Remove 1 Dice of Damage for every missing HP of the User. Up to 5 Dice may be reduced this way.,The Pokemon builds up an amazing pressure and releases a huge columnar vortex of water that could even reach the clouds.
Waterfall,water,Physical,3,Strength,,Dexterity,Brawl,Foe,Roll 3 Chance Dice to Flinch the foe.,The Pokemon may swim with such strength that it may even swim upwards in a waterfall.
Whirlpool,water,Special,2,Special,,Dexterity,Channel,Foe,Block. Deal 2 dice of damage at the end of each Round. Lasts 4 Rounds. -2 Accuracy.,Trap the foe inside a violent swirling whirlpool that makes the foe unable to escape the battle.
Withdraw,water,Support,0,,,Vitality,Brawl,User,Increase User's Defense.,The user hides inside its hard shell to protect itself from incoming attacks.
Any Move,any,???,0,,,,,Any,This move represents every possible move. Metronome but better.,
Struggle,typeless,Physical/special,0,Strength/special,,Dexterity,BRAWL/CHANNEL,Foe,The most basic attack.,
Grapple,typeless,Support,0,,,Strength,Brawl,Foe,The foe is Blocked. Foe can resist this Maneuver by rolling their Strength or Dexterity score and scoring the same or more successes than the user.,
Help Another,typeless,Support,0,,,,Varies,One Ally,"Roll your Accuracy as if it was Chance Dice. If Successful, add one die to the Action of an Ally. Up to 6 dice may be added this way.",
Cover An Ally,typeless,Support,0,,,,,One Ally,The user will provide cover to the target from Ranged attacks and is more likely to be hit by close-range attacks. The level of Cover the user provides will depend on its size.,
Stabilize An Ally,typeless,Support,0,,,Clever,Medicine,One Ally,The User applies CPR and/or first aid to an unconcious Ally. Target won't receive Lethal Damage each hour anymore. Each Lethal Damage on the Ally reduces 1 Success to the Accuracy Pool of this Maneuver.,
Run Away,typeless,Support,0,,,Dexterity,Athletic,User,The User runs away from the battlefield. This effect ends the battle. Foes might try to prevent this by rolling: Dexterity + Athletic and scoring the same or more successes. If the user is Blocked this Maneuver fails.,
